formula,Z,Period,Group,m,kai,EA,IE1,IE2,Rvdw,Rcov,MP,BP,Cp_g,Cp_mol,rho,E-fusion,E-vapor,ThermalConductivity
Al2O3,10.0,2.4,14.8,20.392,2.708,1.0530729,10.5651372,28.60408,1.648,0.88,406.0052,1170.9728,0.9096,27.3068,1.9374,4.4132,118.36654,0.94816044
Al2S3,14.8,3.0,14.8,30.034,2.192,1.422672,8.6103132,21.534148,1.816,1.12,606.4052,1547.516,0.7836,23.3,2.256,5.318,122.32,0.949614
Al2Se3,25.6,3.6,14.8,58.168,2.174,1.3884,8.2457412,20.24542,1.876,1.204,669.7592,1691.75,0.5514,24.8978,3.9714,7.52,132.112,0.96024
Al2Te3,36.4,4.2,14.8,87.352,1.904,1.35888,7.8000672,18.69142,1.972,1.318,806.9852,1873.55,0.48,25.118,4.824,14.78,146.698,0.9621
AlAs,23.0,3.5,14.0,50.95,1.895,0.6255,7.887184,18.708875,1.845,1.22,1011.8115,1840.65,0.613,24.42,4.2135,19.2,161.6,1.436
AlBr3,29.5,3.75,16.0,66.67,2.6225,2.634,10.356792,20.9003875,1.8475,1.1875,432.83075,947.0,0.57975,62.8175,3.015,7.025,83.74375,0.593415
AlCl3,16.0,3.0,16.0,33.3325,2.7725,2.823,11.2221645,22.5673375,1.7725,1.06,362.10575,877.37,0.5835,31.51175,3.0855,5.075,80.35,0.59256675
AlF3,10.0,2.25,16.0,20.995,3.3875,2.6595,14.563542,30.9352375,1.5625,0.76,273.47825,761.8175,0.84225,29.528,1.947,2.87,75.15235,0.59270925
AlI3,43.0,4.5,16.0,101.92,2.3975,2.404575,9.334887,19.0556125,1.945,1.33,523.50575,1041.2,0.38475,46.8725,4.38,8.495,88.375,0.5958675
AlN,10.0,2.5,14.0,20.495,2.325,0.1855,10.259934,24.214925,1.695,0.975,498.3115,1434.7525,0.9685,26.662,1.9755,5.53,146.7964,1.1851299
AlP,14.0,3.0,14.0,28.975,1.9,0.59375,8.236229,19.299025,1.82,1.165,625.3865,1672.9,0.833,24.012,2.2615,5.67,151.6,1.186175
AlSb,32.0,4.0,14.0,74.39,1.83,0.7555,7.297079,17.729275,1.95,1.32,918.6255,2326.15,0.552,24.715,4.6985,15.2,179.385,1.3065
Ba3As2,46.8,5.2,7.2,112.348,1.406,0.324,7.0424384,13.437978,2.348,1.716,1036.15,1626.55,0.254,26.698,4.3968,15.88,97.08,0.3112
Ba3N2,36.4,4.4,7.2,87.984,1.75,-0.028,8.9406384,17.842818,2.228,1.52,625.35,1301.832,0.5384,28.4916,2.6064,4.944,85.23712,0.11050392
Ba3P2,39.6,4.8,7.2,94.768,1.41,0.2986,7.3216744,13.910098,2.328,1.672,727.01,1492.35,0.43,26.3716,2.8352,5.056,89.08,0.11134
Ba3Sb2,54.0,5.6,7.2,131.1,1.354,0.428,6.5703544,12.654298,2.432,1.796,961.6012,2014.95,0.2052,26.934,4.7848,12.68,111.308,0.2076
BaAl2O4,16.2857142857,2.85714285714,13.1428571429,36.4657142857,2.55285714286,0.960926571429,10.2364857143,26.8779042857,1.77714285714,1.01428571429,440.648,1151.886,0.81,27.7117142857,2.08942857143,4.32685714286,105.063371429,0.703581371429
BaAl2S4,20.8571428571,3.42857142857,13.1428571429,45.6485714286,2.06142857143,1.31292571429,8.37474857143,20.1446357143,1.93714285714,1.24285714286,631.505142857,1510.49857143,0.69,23.8957142857,2.39285714286,5.18857142857,108.828571429,0.704965714286
BaAl2Se4,31.1428571429,4.0,13.1428571429,72.4428571429,2.04428571429,1.28028571429,8.02753714286,18.9172757143,1.99428571429,1.32285714286,691.842285714,1647.86428571,0.468857142857,25.4174285714,4.02657142857,7.28571428571,118.154285714,0.715085714286
BaAl2Te4,41.4285714286,4.57142857143,13.1428571429,100.237142857,1.78714285714,1.25217142857,7.60308571429,17.4372757143,2.08571428571,1.43142857143,822.533714286,1821.00714286,0.400857142857,25.6271428571,4.83857142857,14.2,132.045714286,0.716857142857
BaBr2,42.0,4.66666666667,12.0,99.0333333333,2.27,2.24333333333,9.613088,17.72861,2.12666666667,1.46666666667,510.683333333,927.35,0.384,59.8166666667,3.25,6.53333333333,56.55,0.0621466666667
BaCl2,30.0,4.0,12.0,69.4,2.40333333333,2.41133333333,10.382308,19.2103433333,2.06,1.35333333333,447.816666667,865.456666667,0.387333333333,31.9893333333,3.31266666667,4.8,53.5333333333,0.0613926666667
BaF2,24.6666666667,3.33333333333,12.0,58.4333333333,2.95,2.266,13.3524213333,26.6484766667,1.87333333333,1.08666666667,369.036666667,762.743333333,0.617333333333,30.226,2.30066666667,2.84,48.9132,0.0615193333333
BaGa2O4,21.4285714286,3.14285714286,13.1428571429,48.6771428571,2.61,0.920640857143,10.2403522857,27.35979,1.78571428571,1.01142857143,260.488457143,1069.02885714,0.660285714286,28.2345714286,3.00485714286,2.86685714286,95.1376571429,0.142438514286
BaGa2S4,26.0,3.71428571429,13.1428571429,57.86,2.11857142857,1.27264,8.37861514286,20.6265214286,1.94571428571,1.24,451.3456,1427.64142857,0.540285714286,24.4185714286,3.30828571429,3.72857142857,98.9028571429,0.143822857143
BaGa2Se4,36.2857142857,4.28571428571,13.1428571429,84.6542857143,2.10142857143,1.24,8.03140371429,19.3991614286,2.00285714286,1.32,511.682742857,1565.00714286,0.319142857143,25.9402857143,4.942,5.82571428571,108.228571429,0.153942857143
BaGa2Te4,46.5714285714,4.85714285714,13.1428571429,112.448571429,1.84428571429,1.21188571429,7.60695228571,17.9191614286,2.09428571429,1.42857142857,642.374171429,1738.15,0.251142857143,26.15,5.754,12.74,122.12,0.155714285714
BaI2,54.0,5.33333333333,12.0,130.366666667,2.07,2.0394,8.704728,16.08881,2.21333333333,1.59333333333,591.283333333,1011.08333333,0.210666666667,45.6433333333,4.46333333333,7.84,60.6666666667,0.0643266666667
BaIn2O4,26.5714285714,3.42857142857,13.1428571429,61.5571428571,2.60142857143,0.920640857143,10.179512,26.8898328571,1.80285714286,1.06571428571,296.727142857,1011.31457143,0.620285714286,28.4374285714,3.40657142857,2.20114285714,86.6490857143,0.259581371429
BaIn2S4,31.1428571429,4.0,13.1428571429,70.74,2.11,1.27264,8.31777485714,20.1565642857,1.96285714286,1.29428571429,487.584285714,1369.92714286,0.500285714286,24.6214285714,3.71,3.06285714286,90.4142857143,0.260965714286
BaIn2Se4,41.4285714286,4.57142857143,13.1428571429,97.5342857143,2.09285714286,1.24,7.97056342857,18.9292042857,2.02,1.37428571429,547.921428571,1507.29285714,0.279142857143,26.1431428571,5.34371428571,5.16,99.74,0.271085714286
BaIn2Te4,51.7142857143,5.14285714286,13.1428571429,125.328571429,1.83571428571,1.21188571429,7.546112,17.4492042857,2.11142857143,1.48285714286,678.612857143,1680.43571429,0.211142857143,26.3528571429,6.15571428571,12.0742857143,113.631428571,0.272857142857
BaLa2O4,28.8571428571,3.71428571429,10.2857142857,68.4428571429,2.40714285714,0.977783714286,10.1196662857,24.6580328571,1.94571428571,1.21428571429,514.841428571,1421.886,0.609428571429,28.5431428571,3.074,3.04114285714,136.140514286,0.0650099428571
BaLa2S4,33.4285714286,4.28571428571,10.2857142857,77.6257142857,1.91571428571,1.32978285714,8.25792914286,17.9247642857,2.10571428571,1.44285714286,705.698571429,1780.49857143,0.489428571429,24.7271428571,3.37742857143,3.90285714286,139.905714286,0.0663942857143
BaLa2Se4,43.7142857143,4.85714285714,10.2857142857,104.42,1.89857142857,1.29714285714,7.91071771429,16.6974042857,2.16285714286,1.52285714286,766.035714286,1917.86428571,0.268285714286,26.2488571429,5.01114285714,6.0,149.231428571,0.0765142857143
BaLa2Te4,54.0,5.42857142857,10.2857142857,132.214285714,1.64142857143,1.26902857143,7.48626628571,15.2174042857,2.25428571429,1.63142857143,896.727142857,2091.00714286,0.200285714286,26.4585714286,5.82314285714,12.9142857143,163.122857143,0.0782857142857
BaO,32.0,4.0,9.0,76.65,2.165,0.73056075,9.414857,22.562465,2.1,1.35,527.255,1104.169,0.561,28.724,2.4695,4.111,71.80545,0.0921337
BaS,36.0,4.5,9.0,84.685,1.735,1.03856,7.785837,16.670855,2.24,1.55,694.255,1417.955,0.456,25.385,2.735,4.865,75.1,0.093345
BaSc2O4,18.5714285714,3.14285714286,10.2857142857,41.6028571429,2.48142857143,0.888640857143,10.4009777143,25.1553957143,1.86571428571,1.11428571429,692.27,1242.45742857,0.716,28.0888571429,2.17085714286,5.84114285714,109.063371429,0.0715813714286
BaSc2S4,23.1428571429,3.71428571429,10.2857142857,50.7857142857,1.99,1.24064,8.53924057143,18.4221271429,2.02571428571,1.34285714286,883.127142857,1601.07,0.596,24.2728571429,2.47428571429,6.70285714286,112.828571429,0.0729657142857
BaSc2Se4,33.4285714286,4.28571428571,10.2857142857,77.58,1.97285714286,1.208,8.19202914286,17.1947671429,2.08285714286,1.42285714286,943.464285714,1738.43571429,0.374857142857,25.7945714286,4.108,8.8,122.154285714,0.0830857142857
BaSc2Te4,43.7142857143,4.85714285714,10.2857142857,105.374285714,1.71571428571,1.17988571429,7.76757771429,15.7147671429,2.17428571429,1.53142857143,1074.15571429,1911.57857143,0.306857142857,26.0042857143,4.92,15.7142857143,136.045714286,0.0848571428571
BaSe,45.0,5.0,9.0,108.13,1.72,1.01,7.482027,15.596915,2.29,1.62,747.05,1538.15,0.2625,26.7165,4.1645,6.7,83.26,0.1022
BaTe,54.0,5.5,9.0,132.45,1.495,0.9854,7.110632,14.301915,2.37,1.715,861.405,1689.65,0.203,26.9,4.875,12.75,95.415,0.10375
BaY2O4,23.7142857143,3.42857142857,10.2857142857,54.16,2.44142857143,0.922640857143,10.3026377143,24.99089,1.91428571429,1.16285714286,686.841428571,1387.886,0.638857142857,28.3774285714,2.59571428571,4.52685714286,125.777657143,0.0755813714286
BaY2S4,28.2857142857,4.0,10.2857142857,63.3428571429,1.95,1.27464,8.44090057143,18.2576214286,2.07428571429,1.39142857143,877.698571429,1746.49857143,0.518857142857,24.5614285714,2.89914285714,5.38857142857,129.542857143,0.0769657142857
BaY2Se4,38.5714285714,4.57142857143,10.2857142857,90.1371428571,1.93285714286,1.242,8.09368914286,17.0302614286,2.13142857143,1.47142857143,938.035714286,1883.86428571,0.297714285714,26.0831428571,4.53285714286,7.48571428571,138.868571429,0.0870857142857
BaY2Te4,48.8571428571,5.14285714286,10.2857142857,117.931428571,1.67571428571,1.21388571429,7.66923771429,15.5502614286,2.22285714286,1.58,1068.72714286,2057.00714286,0.229714285714,26.2928571429,5.34485714286,14.4,152.76,0.0888571428571
Be3As2,15.6,2.8,7.2,35.3752,1.814,0.324,9.50906,18.362364,1.658,1.074,1372.15,2000.35,1.2266,19.7218,3.3996,15.85,191.16,1.4068
Be3N2,5.2,2.0,7.2,11.0112,2.158,-0.028,11.40726,22.767204,1.538,0.878,961.35,1675.632,1.511,21.5154,1.6092,4.914,179.31712,1.20610392
Be3P2,8.4,2.4,7.2,17.7952,1.818,0.2986,9.788296,18.834484,1.638,1.03,1063.01,1866.15,1.4026,19.3954,1.838,5.026,183.16,1.20694
Be3Sb2,22.8,3.2,7.2,54.1272,1.762,0.428,9.036976,17.578684,1.742,1.154,1297.6012,2388.75,1.1778,19.9578,3.7876,12.65,205.388,1.3032
BeAl2O4,8.85714285714,2.28571428571,13.1428571429,18.1388571429,2.65,0.960926571429,10.8237765714,28.0503771429,1.61285714286,0.861428571429,520.648,1240.886,1.04157142857,26.0507142857,1.852,4.31971428571,127.463371429,0.964438514286
BeAl2S4,13.4285714286,2.85714285714,13.1428571429,27.3217142857,2.15857142857,1.31292571429,8.96203942857,21.3171085714,1.77285714286,1.09,711.505142857,1599.49857143,0.921571428571,22.2347142857,2.15542857143,5.18142857143,131.228571429,0.965822857143
BeAl2Se4,23.7142857143,3.42857142857,13.1428571429,54.116,2.14142857143,1.28028571429,8.614828,20.0897485714,1.83,1.17,771.842285714,1736.86428571,0.700428571429,23.7564285714,3.78914285714,7.27857142857,140.554285714,0.975942857143
BeAl2Te4,34.0,4.0,13.1428571429,81.9102857143,1.88428571429,1.25217142857,8.19037657143,18.6097485714,1.92142857143,1.27857142857,902.533714286,1910.00714286,0.632428571429,23.9661428571,4.60114285714,14.1928571429,154.445714286,0.977714285714
BeBr2,24.6666666667,3.33333333333,12.0,56.2706666667,2.49666666667,2.24333333333,10.9834333333,20.46438,1.74333333333,1.11,697.35,1135.01666667,0.924333333333,55.941,2.696,6.51666666667,108.816666667,0.670813333333
BeCl2,12.6666666667,2.66666666667,12.0,26.6373333333,2.63,2.41133333333,11.7526533333,21.9461133333,1.67666666667,0.996666666667,634.483333333,1073.12333333,0.927666666667,28.1136666667,2.75866666667,4.78333333333,105.8,0.670059333333
BeF2,7.33333333333,2.0,12.0,15.6706666667,3.17666666667,2.266,14.7227666667,29.3842466667,1.49,0.73,555.703333333,970.41,1.15766666667,26.3503333333,1.74666666667,2.82333333333,101.179866667,0.670186
BeGa2O4,14.0,2.57142857143,13.1428571429,30.3502857143,2.70714285714,0.920640857143,10.8276431429,28.5322628571,1.62142857143,0.858571428571,340.488457143,1158.02885714,0.891857142857,26.5735714286,2.76742857143,2.85971428571,117.537657143,0.403295657143
BeGa2S4,18.5714285714,3.14285714286,13.1428571429,39.5331428571,2.21571428571,1.27264,8.965906,21.7989942857,1.78142857143,1.08714285714,531.3456,1516.64142857,0.771857142857,22.7575714286,3.07085714286,3.72142857143,121.302857143,0.40468
BeGa2Se4,28.8571428571,3.71428571429,13.1428571429,66.3274285714,2.19857142857,1.24,8.61869457143,20.5716342857,1.83857142857,1.16714285714,591.682742857,1654.00714286,0.550714285714,24.2792857143,4.70457142857,5.81857142857,130.628571429,0.4148
BeGa2Te4,39.1428571429,4.28571428571,13.1428571429,94.1217142857,1.94142857143,1.21188571429,8.19424314286,19.0916342857,1.93,1.27571428571,722.374171429,1827.15,0.482714285714,24.489,5.51657142857,12.7328571429,144.52,0.416571428571
BeI2,36.6666666667,4.0,12.0,87.604,2.29666666667,2.0394,10.0750733333,18.82458,1.83,1.23666666667,777.95,1218.75,0.751,41.7676666667,3.90933333333,7.82333333333,112.933333333,0.672993333333
BeIn2O4,19.1428571429,2.85714285714,13.1428571429,43.2302857143,2.69857142857,0.920640857143,10.7668028571,28.0623057143,1.63857142857,0.912857142857,376.727142857,1100.31457143,0.851857142857,26.7764285714,3.16914285714,2.194,109.049085714,0.520438514286
BeIn2S4,23.7142857143,3.42857142857,13.1428571429,52.4131428571,2.20714285714,1.27264,8.90506571429,21.3290371429,1.79857142857,1.14142857143,567.584285714,1458.92714286,0.731857142857,22.9604285714,3.47257142857,3.05571428571,112.814285714,0.521822857143
BeIn2Se4,34.0,4.0,13.1428571429,79.2074285714,2.19,1.24,8.55785428571,20.1016771429,1.85571428571,1.22142857143,627.921428571,1596.29285714,0.510714285714,24.4821428571,5.10628571429,5.15285714286,122.14,0.531942857143
BeIn2Te4,44.2857142857,4.57142857143,13.1428571429,107.001714286,1.93285714286,1.21188571429,8.13340285714,18.6216771429,1.94714285714,1.33,758.612857143,1769.43571429,0.442714285714,24.6918571429,5.91828571429,12.0671428571,136.031428571,0.533714285714
BeLa2O4,21.4285714286,3.14285714286,10.2857142857,50.116,2.50428571429,0.977783714286,10.7069571429,25.8305057143,1.78142857143,1.06142857143,594.841428571,1510.886,0.841,26.8821428571,2.83657142857,3.034,158.540514286,0.325867085714
BeLa2S4,26.0,3.71428571429,10.2857142857,59.2988571429,2.01285714286,1.32978285714,8.84522,19.0972371429,1.94142857143,1.29,785.698571429,1869.49857143,0.721,23.0661428571,3.14,3.89571428571,162.305714286,0.327251428571
BeLa2Se4,36.2857142857,4.28571428571,10.2857142857,86.0931428571,1.99571428571,1.29714285714,8.49800857143,17.8698771429,1.99857142857,1.37,846.035714286,2006.86428571,0.499857142857,24.5878571429,4.77371428571,5.99285714286,171.631428571,0.337371428571
BeLa2Te4,46.5714285714,4.85714285714,10.2857142857,113.887428571,1.73857142857,1.26902857143,8.07355714286,16.3898771429,2.09,1.47857142857,976.727142857,2180.00714286,0.431857142857,24.7975714286,5.58571428571,12.9071428571,185.522857143,0.339142857143
BeO,6.0,2.0,9.0,12.506,2.505,0.73056075,11.470375,26.66612,1.525,0.815,807.255,1415.669,1.3715,22.9105,1.6385,4.086,150.20545,1.0051337
BeS,10.0,2.5,9.0,20.541,2.075,1.03856,9.841355,20.77451,1.665,1.015,974.255,1729.455,1.2665,19.5715,1.904,4.84,153.5,1.006345
BeSc2O4,11.1428571429,2.57142857143,10.2857142857,23.276,2.57857142857,0.888640857143,10.9882685714,26.3278685714,1.70142857143,0.961428571429,772.27,1331.45742857,0.947571428571,26.4278571429,1.93342857143,5.834,131.463371429,0.332438514286
BeSc2S4,15.7142857143,3.14285714286,10.2857142857,32.4588571429,2.08714285714,1.24064,9.12653142857,19.5946,1.86142857143,1.19,963.127142857,1690.07,0.827571428571,22.6118571429,2.23685714286,6.69571428571,135.228571429,0.333822857143
BeSc2Se4,26.0,3.71428571429,10.2857142857,59.2531428571,2.07,1.208,8.77932,18.36724,1.91857142857,1.27,1023.46428571,1827.43571429,0.606428571429,24.1335714286,3.87057142857,8.79285714286,144.554285714,0.343942857143
BeSc2Te4,36.2857142857,4.28571428571,10.2857142857,87.0474285714,1.81285714286,1.17988571429,8.35486857143,16.88724,2.01,1.37857142857,1154.15571429,2000.57857143,0.538428571429,24.3432857143,4.68257142857,15.7071428571,158.445714286,0.345714285714
BeSe,19.0,3.0,9.0,43.986,2.06,1.01,9.537545,19.70057,1.715,1.085,1027.05,1849.65,1.073,20.903,3.3335,6.675,161.66,1.0152
BeTe,28.0,3.5,9.0,68.306,1.835,0.9854,9.16615,18.40557,1.795,1.18,1141.405,2001.15,1.0135,21.0865,4.044,12.725,173.815,1.01675
BeY2O4,16.2857142857,2.85714285714,10.2857142857,35.8331428571,2.53857142857,0.922640857143,10.8899285714,26.1633628571,1.75,1.01,766.841428571,1476.886,0.870428571429,26.7164285714,2.35828571429,4.51971428571,148.177657143,0.336438514286
BeY2S4,20.8571428571,3.42857142857,10.2857142857,45.016,2.04714285714,1.27464,9.02819142857,19.4300942857,1.91,1.23857142857,957.698571429,1835.49857143,0.750428571429,22.9004285714,2.66171428571,5.38142857143,151.942857143,0.337822857143
BeY2Se4,31.1428571429,4.0,10.2857142857,71.8102857143,2.03,1.242,8.68098,18.2027342857,1.96714285714,1.31857142857,1018.03571429,1972.86428571,0.529285714286,24.4221428571,4.29542857143,7.47857142857,161.268571429,0.347942857143
BeY2Te4,41.4285714286,4.57142857143,10.2857142857,99.6045714286,1.77285714286,1.21388571429,8.25652857143,16.7227342857,2.05857142857,1.42714285714,1148.72714286,2146.00714286,0.461285714286,24.6318571429,5.10742857143,14.3928571429,175.16,0.349714285714
Ca3As2,25.2,4.0,7.2,54.016,1.472,0.324,7.583336,14.558712,2.126,1.524,1105.15,1409.95,0.5198,25.4134,3.2208,16.204,105.762,1.4068
Ca3N2,14.8,3.2,7.2,29.652,1.816,-0.028,9.481536,18.963552,2.006,1.328,694.35,1085.232,0.8042,27.207,1.4304,5.268,93.91912,1.20610392
Ca3P2,18.0,3.6,7.2,36.436,1.476,0.2986,7.862572,15.030832,2.106,1.48,796.01,1275.75,0.6958,25.087,1.6592,5.38,97.762,1.20694
Ca3Sb2,32.4,4.4,7.2,72.768,1.42,0.428,7.111252,13.775032,2.21,1.604,1030.6012,1798.35,0.471,25.6494,3.6088,13.004,119.99,1.3032
CaAl2O4,11.1428571429,2.57142857143,13.1428571429,22.5771428571,2.56857142857,0.960926571429,10.3652708571,27.1447457143,1.72428571429,0.968571428571,457.076571429,1100.31457143,0.873285714286,27.4058571429,1.80942857143,4.404,107.130514286,0.964438514286
CaAl2S4,15.7142857143,3.14285714286,13.1428571429,31.76,2.07714285714,1.31292571429,8.50353371429,20.4114771429,1.88428571429,1.19714285714,647.933714286,1458.92714286,0.753285714286,23.5898571429,2.11285714286,5.26571428571,110.895714286,0.965822857143
CaAl2Se4,26.0,3.71428571429,13.1428571429,58.5542857143,2.06,1.28028571429,8.15632228571,19.1841171429,1.94142857143,1.27714285714,708.270857143,1596.29285714,0.532142857143,25.1115714286,3.74657142857,7.36285714286,120.221428571,0.975942857143
CaAl2Te4,36.2857142857,4.28571428571,13.1428571429,86.3485714286,1.80285714286,1.25217142857,7.73187085714,17.7041171429,2.03285714286,1.38571428571,838.962285714,1769.43571429,0.464142857143,25.3212857143,4.55857142857,14.2771428571,134.112857143,0.977714285714
CaBr2,30.0,4.0,12.0,66.6266666667,2.30666666667,2.24333333333,9.91358666667,18.35124,2.00333333333,1.36,549.016666667,807.016666667,0.531666666667,59.103,2.59666666667,6.71333333333,61.3733333333,0.670813333333
CaCl2,18.0,3.33333333333,12.0,36.9933333333,2.44,2.41133333333,10.6828066667,19.8329733333,1.93666666667,1.24666666667,486.15,745.123333333,0.535,31.2756666667,2.65933333333,4.98,58.3566666667,0.670059333333
CaF2,12.6666666667,2.66666666667,12.0,26.0266666667,2.98666666667,2.266,13.65292,27.2711066667,1.75,0.98,407.37,642.41,0.765,29.5123333333,1.64733333333,3.02,53.7365333333,0.670186
CaGa2O4,16.2857142857,2.85714285714,13.1428571429,34.7885714286,2.62571428571,0.920640857143,10.3691374286,27.6266314286,1.73285714286,0.965714285714,276.917028571,1017.45742857,0.723571428571,27.9287142857,2.72485714286,2.944,97.2048,0.403295657143
CaGa2S4,20.8571428571,3.42857142857,13.1428571429,43.9714285714,2.13428571429,1.27264,8.50740028571,20.8933628571,1.89285714286,1.19428571429,467.774171429,1376.07,0.603571428571,24.1127142857,3.02828571429,3.80571428571,100.97,0.40468
CaGa2Se4,31.1428571429,4.0,13.1428571429,70.7657142857,2.11714285714,1.24,8.16018885714,19.6660028571,1.95,1.27428571429,528.111314286,1513.43571429,0.382428571429,25.6344285714,4.662,5.90285714286,110.295714286,0.4148
CaGa2Te4,41.4285714286,4.57142857143,13.1428571429,98.56,1.86,1.21188571429,7.73573742857,18.1860028571,2.04142857143,1.38285714286,658.802742857,1686.57857143,0.314428571429,25.8441428571,5.474,12.8171428571,124.187142857,0.416571428571
CaI2,42.0,4.66666666667,12.0,97.96,2.10666666667,2.0394,9.00522666667,16.71144,2.09,1.48666666667,629.616666667,890.75,0.358333333333,44.9296666667,3.81,8.02,65.49,0.672993333333
CaIn2O4,21.4285714286,3.14285714286,13.1428571429,47.6685714286,2.61714285714,0.920640857143,10.3082971429,27.1566742857,1.75,1.02,313.155714286,959.743142857,0.683571428571,28.1315714286,3.12657142857,2.27828571429,88.7162285714,0.520438514286
CaIn2S4,26.0,3.71428571429,13.1428571429,56.8514285714,2.12571428571,1.27264,8.44656,20.4234057143,1.91,1.24857142857,504.012857143,1318.35571429,0.563571428571,24.3155714286,3.43,3.14,92.4814285714,0.521822857143
CaIn2Se4,36.2857142857,4.28571428571,13.1428571429,83.6457142857,2.10857142857,1.24,8.09934857143,19.1960457143,1.96714285714,1.32857142857,564.35,1455.72142857,0.342428571429,25.8372857143,5.06371428571,5.23714285714,101.807142857,0.531942857143
CaIn2Te4,46.5714285714,4.85714285714,13.1428571429,111.44,1.85142857143,1.21188571429,7.67489714286,17.7160457143,2.05857142857,1.43714285714,695.041428571,1628.86428571,0.274428571429,26.047,5.87571428571,12.1514285714,115.698571429,0.533714285714
CaLa2O4,23.7142857143,3.42857142857,10.2857142857,54.5542857143,2.42285714286,0.977783714286,10.2484514286,24.9248742857,1.89285714286,1.16857142857,531.27,1370.31457143,0.672714285714,28.2372857143,2.794,3.11828571429,138.207657143,0.325867085714
CaLa2S4,28.2857142857,4.0,10.2857142857,63.7371428571,1.93142857143,1.32978285714,8.38671428571,18.1916057143,2.05285714286,1.39714285714,722.127142857,1728.92714286,0.552714285714,24.4212857143,3.09742857143,3.98,141.972857143,0.327251428571
CaLa2Se4,38.5714285714,4.57142857143,10.2857142857,90.5314285714,1.91428571429,1.29714285714,8.03950285714,16.9642457143,2.11,1.47714285714,782.464285714,1866.29285714,0.331571428571,25.943,4.73114285714,6.07714285714,151.298571429,0.337371428571
CaLa2Te4,48.8571428571,5.14285714286,10.2857142857,118.325714286,1.65714285714,1.26902857143,7.61505142857,15.4842457143,2.20142857143,1.58571428571,913.155714286,2039.43571429,0.263571428571,26.1527142857,5.54314285714,12.9914285714,165.19,0.339142857143
CaO,14.0,3.0,9.0,28.04,2.22,0.73056075,9.865605,23.49641,1.915,1.19,584.755,923.669,0.7825,27.6535,1.4895,4.381,79.04045,1.0051337
CaS,18.0,3.5,9.0,36.075,1.79,1.03856,8.236585,17.6048,2.055,1.39,751.755,1237.455,0.6775,24.3145,1.755,5.135,82.335,1.006345
CaSc2O4,13.4285714286,2.85714285714,10.2857142857,27.7142857143,2.49714285714,0.888640857143,10.5297628571,25.4222371429,1.81285714286,1.06857142857,708.698571429,1190.886,0.779285714286,27.783,1.89085714286,5.91828571429,111.130514286,0.332438514286
CaSc2S4,18.0,3.42857142857,10.2857142857,36.8971428571,2.00571428571,1.24064,8.66802571429,18.6889685714,1.97285714286,1.29714285714,899.555714286,1549.49857143,0.659285714286,23.967,2.19428571429,6.78,114.895714286,0.333822857143
CaSc2Se4,28.2857142857,4.0,10.2857142857,63.6914285714,1.98857142857,1.208,8.32081428571,17.4616085714,2.03,1.37714285714,959.892857143,1686.86428571,0.438142857143,25.4887142857,3.828,8.87714285714,124.221428571,0.343942857143
CaSc2Te4,38.5714285714,4.57142857143,10.2857142857,91.4857142857,1.73142857143,1.17988571429,7.89636285714,15.9816085714,2.12142857143,1.48571428571,1090.58428571,1860.00714286,0.370142857143,25.6984285714,4.64,15.7914285714,138.112857143,0.345714285714
CaSe,27.0,4.0,9.0,59.52,1.775,1.01,7.932775,16.53086,2.105,1.46,804.55,1357.65,0.484,25.646,3.1845,6.97,90.495,1.0152
CaTe,36.0,4.5,9.0,83.84,1.55,0.9854,7.56138,15.23586,2.185,1.555,918.905,1509.15,0.4245,25.8295,3.895,13.02,102.65,1.01675
CaY2O4,18.5714285714,3.14285714286,10.2857142857,40.2714285714,2.45714285714,0.922640857143,10.4314228571,25.2577314286,1.86142857143,1.11714285714,703.27,1336.31457143,0.702142857143,28.0715714286,2.31571428571,4.604,127.8448,0.336438514286
CaY2S4,23.1428571429,3.71428571429,10.2857142857,49.4542857143,1.96571428571,1.27464,8.56968571429,18.5244628571,2.02142857143,1.34571428571,894.127142857,1694.92714286,0.582142857143,24.2555714286,2.61914285714,5.46571428571,131.61,0.337822857143
CaY2Se4,33.4285714286,4.28571428571,10.2857142857,76.2485714286,1.94857142857,1.242,8.22247428571,17.2971028571,2.07857142857,1.42571428571,954.464285714,1832.29285714,0.361,25.7772857143,4.25285714286,7.56285714286,140.935714286,0.347942857143
CaY2Te4,43.7142857143,4.85714285714,10.2857142857,104.042857143,1.69142857143,1.21388571429,7.79802285714,15.8171028571,2.17,1.53428571429,1085.15571429,2005.43571429,0.293,25.987,5.06485714286,14.4771428571,154.827142857,0.349714285714
Cd3As2,42.0,4.6,13.2,97.408,1.886,0.324,9.311732,17.580666,2.048,1.32,792.5914,979.75,0.2702,25.468,7.4808,14.86,72.882,0.7816
Cd3N2,31.6,3.8,13.2,73.044,2.23,-0.028,11.209932,21.985506,1.928,1.124,381.7914,655.032,0.5546,27.2616,5.6904,3.924,61.03912,0.58090392
Cd3P2,34.8,4.2,13.2,79.828,1.89,0.2986,9.590968,18.052786,2.028,1.276,483.4514,845.55,0.4462,25.1416,5.9192,4.036,64.882,0.58174
Cd3Sb2,49.2,5.0,13.2,116.16,1.834,0.428,8.839648,16.796986,2.132,1.4,718.0426,1368.15,0.2214,25.704,7.8688,11.66,87.11,0.678
